GDP_per_Capita,Healthy_Life_Expectancy,Freedom,Generosity,Unemployment_Rate,Education_Index,Population,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Political_Stability
39038.29,76.6,0.16,-0.06,7.75,0.89,1257055552,8.37,0.16,70.1,49.57,6.69,0.79
20710.56,59.78,0.55,0.31,15.07,0.57,1296494588,7.23,0.51,48.95,26.1,5.63,0.34
29699.12,69.65,0.01,0.38,15.63,0.58,702269253,4.53,0.87,60.06,21.85,5.62,0.87
2757.07,50.67,0.65,0.49,14.94,0.83,1127579050,7.8,0.04,40.16,25.27,4.94,0.17
13324.44,67.48,0.88,0.2,9.07,0.54,1431086456,5.53,0.48,56.5,47.77,6.0,0.01
27183.9,82.98,0.17,0.16,3.83,0.57,573640760,7.53,0.36,52.31,52.36,4.49,0.25
34203.43,52.21,0.01,-0.18,16.61,0.82,601295248,6.93,0.4,44.0,44.66,5.37,0.65
51386.92,57.29,0.51,0.23,12.75,0.89,1214729915,6.07,0.98,83.59,57.97,9.88,0.57
8619.05,80.13,0.76,0.23,19.62,0.62,1021509329,8.92,0.01,57.26,21.68,6.55,0.16
34524.29,62.49,0.2,-0.12,2.1,0.83,499003647,6.3,0.69,98.0,45.75,6.66,0.93
51167.63,76.24,0.04,0.35,7.09,0.81,103178185,7.42,0.33,99.77,34.64,7.3,0.68
1199.88,71.39,0.75,0.42,8.39,0.69,1022823799,5.35,0.07,93.19,39.52,4.02,0.19
14902.9,67.79,0.68,0.13,15.79,0.53,307759452,7.68,0.16,54.21,55.36,6.17,0.7
32830.89,69.21,0.35,-0.02,18.86,0.93,39216078,6.89,0.07,40.61,31.16,2.97,0.44
36803.05,70.03,0.06,-0.04,6.64,0.62,1360408295,7.89,0.74,67.67,34.0,5.56,0.73
1477.96,56.93,0.09,-0.05,15.52,0.88,230236209,6.96,0.49,81.86,47.22,2.56,0.55
12152.01,67.36,0.97,0.03,9.64,0.6,1403794371,7.07,0.98,47.38,35.29,4.49,0.66
52787.74,75.84,0.22,0.21,17.34,0.92,690321519,8.47,0.25,66.23,40.69,8.76,0.99
44102.02,63.03,0.7,0.47,15.43,0.81,991788479,6.17,0.95,81.73,37.02,3.41,0.05
3983.96,68.58,0.71,0.05,17.01,0.98,1422301737,5.98,0.25,83.47,29.69,4.53,0.75
19859.23,64.24,0.95,0.17,6.59,0.68,559795255,6.3,0.98,76.15,40.77,9.32,0.35
12192.09,75.47,0.39,0.03,6.19,0.56,456470380,4.54,0.86,46.91,34.53,7.85,0.51
11055.56,55.42,0.44,0.38,7.75,0.88,1164507019,4.43,0.91,78.43,28.81,3.49,0.65
1241.99,52.54,0.76,-0.0,6.3,0.81,436006061,6.75,0.19,66.11,47.05,2.73,0.93
10015.54,72.24,0.14,-0.14,3.02,0.95,641890881,6.3,0.07,45.59,43.44,6.28,0.98
12006.92,84.63,0.71,0.2,7.66,0.69,1492433239,8.95,0.8,65.72,52.18,6.18,0.13
6925.98,70.11,0.21,0.02,18.3,0.58,698899744,4.85,0.83,64.55,43.94,4.39,0.46
23034.39,67.02,0.31,-0.07,4.11,0.99,406544312,8.42,0.85,77.15,47.89,6.48,0.44
51859.05,58.24,0.09,-0.01,15.66,0.66,415210371,4.18,0.01,56.83,55.52,8.2,0.92
51326.05,84.17,0.22,0.03,12.02,0.64,792021042,4.19,0.99,68.32,32.93,5.84,0.4
57552.46,82.2,0.98,0.04,11.06,0.81,946560617,7.88,0.35,77.23,43.83,8.38,0.99
52197.1,62.75,0.25,0.49,8.07,0.99,1493530225,4.53,0.81,92.44,26.22,2.35,0.68
47741.12,75.06,0.57,0.44,15.24,0.89,630013590,4.12,0.13,48.19,30.54,5.65,0.92
28486.41,81.81,0.1,0.45,17.05,0.73,796725088,5.76,0.77,82.6,56.62,6.28,0.51
58357.23,68.46,0.03,0.33,17.74,0.96,913610404,4.04,0.43,85.34,22.3,2.93,0.51
15251.03,61.26,0.54,0.04,5.26,0.91,395618128,7.04,0.39,57.74,42.86,7.99,0.59
11016.84,56.33,0.54,0.02,12.68,0.72,19769679,4.22,0.99,92.43,54.81,5.84,0.71
53291.45,79.07,0.8,-0.2,18.01,0.58,120142038,4.95,0.84,85.68,28.02,4.71,0.7
12359.27,54.43,0.4,-0.0,5.12,0.95,1464986206,8.6,0.61,53.38,32.17,2.26,0.86
20114.59,63.24,0.13,0.38,12.63,0.74,1356139995,7.34,0.34,97.95,56.52,8.31,0.82
38826.05,70.25,0.61,0.26,18.88,0.99,543195808,8.55,0.85,63.81,49.99,3.14,0.71
25366.53,77.25,0.35,0.32,17.23,0.8,507159823,5.28,0.94,85.92,42.78,6.67,0.04
18784.07,52.05,0.9,0.38,2.31,0.92,262513828,8.09,0.78,58.06,49.43,4.58,0.51
52734.03,51.43,0.52,0.04,9.06,0.75,9156808,5.26,0.31,72.81,30.93,5.83,0.33
40465.11,57.57,0.57,0.39,15.91,0.61,1121990028,6.29,0.33,81.41,41.21,4.86,0.95
13315.81,69.79,0.23,0.37,16.08,0.54,251374965,5.19,0.97,93.54,52.83,2.3,0.15
19275.76,74.13,0.43,-0.19,4.75,0.57,391912098,4.35,0.06,58.41,42.14,6.37,0.27
21740.15,81.44,0.12,-0.06,16.14,0.84,1083758322,4.08,0.03,57.09,33.33,4.26,0.22
52677.26,75.36,0.39,-0.15,15.21,0.66,1160683177,5.31,0.81,78.12,39.21,2.66,1.0
38056.93,74.49,0.48,0.0,14.74,0.84,592521058,8.32,0.15,65.32,23.91,2.86,0.28
25032.76,57.63,0.6,0.01,15.96,0.55,899131091,4.12,0.97,90.32,51.74,5.27,0.61
47740.8,83.42,0.18,0.2,19.07,0.9,158326636,8.05,0.81,55.72,57.54,3.15,0.31
32517.2,52.48,0.46,-0.18,4.32,0.93,967223632,6.3,0.07,44.89,22.03,6.77,0.7
50359.03,67.76,0.5,-0.09,6.99,0.63,216699302,7.85,0.8,72.82,32.29,8.53,0.48
15425.94,76.07,0.46,-0.05,17.44,0.73,202040427,5.93,0.17,45.73,56.24,9.24,0.41
3374.44,70.4,0.82,0.43,15.99,0.79,1399529464,7.08,0.51,83.65,32.67,6.22,0.27
59504.27,58.42,0.73,-0.12,4.88,0.98,819374371,5.48,0.83,85.66,58.51,5.3,0.35
2192.83,54.41,0.87,0.18,8.79,0.75,837699180,5.98,0.27,98.9,35.48,4.65,0.47
5995.89,61.97,0.29,0.1,8.05,0.77,135649088,6.62,0.65,70.82,37.77,7.05,0.26
9572.21,64.81,0.59,-0.09,5.47,0.95,890615897,8.02,0.71,87.19,31.41,5.09,0.13
3068.83,54.56,0.33,0.46,4.1,0.88,1366946498,8.57,0.19,71.4,34.79,9.99,0.12
25131.46,55.65,0.09,-0.1,16.97,0.51,307399164,8.3,0.09,96.18,33.34,6.48,0.93
35654.64,81.45,0.41,-0.15,16.82,0.91,230316807,5.52,0.72,76.07,55.05,5.47,0.0
13670.47,62.38,0.43,-0.11,16.43,0.9,273528241,4.95,0.19,70.67,37.27,3.7,0.01
7817.85,56.51,0.35,0.2,5.94,0.96,131989430,5.43,0.27,82.28,53.99,4.71,0.8
41568.48,62.7,0.93,-0.02,9.44,0.95,43315438,7.9,0.93,42.81,26.26,6.18,0.32
30641.76,56.74,0.1,0.17,18.22,0.96,850551458,6.36,0.76,74.18,58.99,3.21,0.65
35657.49,77.16,0.85,0.39,13.01,0.68,780311407,5.64,0.81,71.1,57.98,8.72,0.72
53787.92,72.54,0.69,-0.07,15.08,0.65,191128244,5.39,0.87,69.01,32.65,4.9,0.33
59498.95,82.79,0.93,-0.16,10.65,0.95,1120854824,4.81,0.47,84.16,20.82,7.72,0.14
43068.66,54.8,0.32,0.33,6.69,0.83,866751796,5.09,0.81,49.91,25.92,9.37,0.6
5385.52,52.95,0.98,-0.05,2.0,0.95,352031714,7.96,0.58,88.64,21.3,8.63,0.28
13740.35,70.22,0.29,0.34,9.76,0.9,131064386,4.2,0.78,41.29,52.77,2.07,0.74
55467.39,59.12,0.97,-0.07,19.71,0.61,1070614109,5.73,0.83,67.0,57.77,9.01,0.02
14978.74,74.14,0.64,0.16,5.0,0.6,693910624,8.57,0.68,41.13,31.48,5.64,0.33
37707.85,62.14,0.61,-0.06,5.08,0.76,1262132823,6.53,0.9,43.89,48.25,4.6,0.26
56531.95,74.69,0.45,-0.11,18.73,0.64,458896628,5.72,0.12,55.92,21.18,7.03,0.05
53410.16,60.52,0.23,0.03,9.74,0.88,897203886,5.0,0.91,63.09,58.03,6.77,0.96
12027.66,65.48,0.41,0.28,6.75,0.8,1184580675,5.13,0.05,73.93,24.9,2.44,0.26
16346.84,68.85,0.07,0.18,13.08,0.51,791558835,8.03,0.09,79.33,45.27,8.62,0.9
22194.64,80.5,0.16,0.44,15.47,0.76,1267946256,6.48,0.85,81.78,50.92,5.41,0.21
27956.78,72.93,0.88,0.49,17.76,0.93,903047983,8.15,0.5,56.48,33.36,6.26,0.23
29036.67,67.08,0.21,0.47,11.62,0.75,1148946529,7.14,0.41,91.06,58.13,5.46,0.57
49819.3,75.91,0.12,0.21,7.63,0.53,630328788,8.25,0.8,67.04,31.15,5.99,0.22
5141.6,50.01,0.13,0.45,18.45,0.8,314353553,8.3,0.84,98.36,25.07,4.85,0.21
36025.5,69.9,0.08,0.44,3.42,0.8,584770351,6.45,0.6,48.65,39.38,2.8,0.73
49583.73,67.77,0.11,-0.08,15.21,0.78,18564309,6.82,0.05,58.33,30.28,9.76,0.63
38466.45,79.16,0.89,-0.17,8.95,0.77,1273319151,8.59,0.3,67.15,41.26,8.96,0.5
49833.09,58.45,0.84,0.17,18.72,0.72,473459744,5.82,0.58,81.85,47.58,2.91,0.69
51666.32,81.56,0.48,0.37,10.83,0.84,661387521,4.48,0.38,95.07,34.85,9.2,0.46
3176.7,57.1,0.51,0.44,5.34,0.58,867319716,8.46,0.64,76.04,27.43,9.38,0.83
39555.85,63.32,0.72,0.03,8.42,0.74,113059496,4.77,0.36,82.04,54.05,8.85,0.13
52528.8,75.98,0.01,0.2,13.68,0.99,838790632,8.78,0.84,71.43,50.65,8.58,0.55
54497.8,81.91,0.46,-0.09,12.69,0.9,1141369249,8.2,0.35,60.02,26.23,7.73,0.61
44625.66,78.89,0.67,-0.15,6.14,0.74,772692941,5.9,0.99,40.58,42.48,2.01,0.68
37158.43,84.44,0.9,0.02,11.1,0.64,792204969,5.99,0.21,68.3,27.28,5.11,0.52
50612.45,63.13,0.58,0.12,5.22,0.5,1074749629,7.18,0.67,77.31,21.61,8.16,0.33
12043.54,81.23,0.38,0.36,14.87,0.6,962270502,6.53,0.02,67.09,29.26,7.2,0.37
42838.31,70.67,0.17,0.23,8.48,0.73,775155675,8.07,0.21,45.56,25.56,5.59,0.5
13062.34,84.12,0.27,0.07,17.99,0.59,811620878,7.77,0.41,82.52,46.45,7.19,0.06
37716.61,73.77,0.32,-0.08,14.92,0.89,684412665,6.52,0.37,61.24,46.02,2.14,0.4
49749.88,71.28,0.7,0.02,6.75,0.55,890239491,4.71,0.9,65.55,21.27,9.08,0.1
13757.74,64.47,0.93,-0.05,17.28,0.96,227484205,4.04,0.15,71.53,54.89,4.29,0.28
41110.37,62.18,0.64,0.17,10.8,0.51,43538914,6.31,0.76,68.8,49.07,7.21,0.85
41522.45,72.41,0.71,0.45,8.09,1.0,570691127,6.94,0.23,93.77,43.75,4.32,0.33
43388.05,82.33,0.58,-0.16,4.24,0.94,336957992,6.66,0.27,93.39,27.05,4.39,0.23
7506.33,51.17,0.19,-0.11,4.98,0.71,1411791456,6.18,0.97,85.8,40.75,9.43,0.57
52382.54,82.98,0.98,0.11,11.58,0.57,1365553502,7.43,0.92,61.52,34.47,2.04,0.99
9307.9,75.77,0.39,0.32,19.82,0.91,660730282,7.77,0.32,72.52,34.8,5.17,0.62
56814.13,51.89,0.73,0.1,2.45,0.63,677871860,7.28,0.45,49.37,31.43,2.56,0.81
57323.61,65.54,0.59,0.44,11.69,0.91,885049538,7.63,0.99,89.68,58.69,6.36,0.16
3549.61,65.01,0.95,0.45,3.7,0.53,553623525,5.96,0.73,78.23,42.78,2.86,0.53
8026.9,83.05,0.33,-0.17,3.37,0.53,353495712,8.12,0.95,80.39,39.17,8.82,0.77
25121.78,50.12,0.55,0.04,14.87,0.95,1131446125,5.81,0.43,51.21,28.21,8.14,0.02
54505.5,70.49,0.28,0.01,4.08,0.97,716260087,6.61,0.85,99.34,25.11,7.32,0.29
6363.04,79.82,0.74,0.38,9.43,0.74,1345211619,8.87,0.73,67.86,42.11,6.54,0.11
42780.69,57.67,0.64,0.12,5.13,0.5,1042387359,6.28,0.5,48.38,54.99,5.39,0.21
25295.14,65.36,0.81,0.21,5.56,0.83,507980870,6.64,0.33,65.05,29.37,5.48,0.33
11351.84,56.16,0.85,-0.15,11.1,0.97,1204549809,8.82,0.91,47.24,21.15,2.5,0.94
56709.2,79.53,0.97,0.28,6.47,0.61,1379474156,6.7,0.08,46.65,53.32,7.32,0.94
56179.77,78.75,0.69,0.03,6.41,0.91,98664786,5.12,0.97,52.83,28.57,3.44,0.91
1646.86,81.33,0.77,0.1,18.97,0.61,938089028,4.96,0.22,61.44,31.22,7.07,0.38
17720.46,56.66,0.07,0.12,7.54,0.97,642937344,8.97,0.36,89.76,37.63,6.76,0.99
51953.76,64.4,0.67,0.4,15.11,0.97,671704914,4.15,0.08,60.24,51.42,8.51,0.25
40247.04,67.88,0.99,0.49,11.57,0.59,324671613,7.98,0.76,87.99,37.36,2.58,0.11
12172.02,55.78,0.18,-0.15,6.42,0.93,1486525794,6.94,0.97,88.56,49.27,9.0,0.5
47648.91,56.38,0.66,0.17,15.7,0.9,1360244531,7.99,0.77,40.18,58.84,3.11,0.82
1603.8,76.67,0.88,-0.2,2.77,0.56,1155349764,5.1,0.71,92.38,44.48,7.55,0.88
5581.23,71.48,0.1,0.31,11.29,0.7,530284921,7.87,0.13,47.68,48.59,3.11,0.77
56759.67,72.97,0.21,0.45,6.41,0.78,396167061,6.69,0.4,47.36,22.83,2.82,0.57
17496.07,52.23,0.37,0.31,9.8,0.67,81698675,7.28,0.43,94.91,54.01,6.89,0.96
24713.29,73.86,0.51,0.44,3.63,0.85,1488879570,7.5,0.29,77.1,40.98,7.36,0.59
40038.83,53.33,0.59,-0.03,9.77,0.76,865208865,7.75,0.02,90.25,43.02,6.19,0.85
46937.48,54.89,0.59,-0.18,6.6,0.85,1499708084,8.49,0.19,62.58,51.11,9.35,0.75
7732.77,64.46,0.29,-0.02,19.97,0.65,123132096,6.23,0.64,72.72,35.64,3.69,0.3
41864.19,80.29,0.73,-0.18,6.17,0.76,123296015,6.77,0.14,41.6,48.19,3.45,0.81
36834.03,79.56,0.65,0.03,7.27,0.51,1472272211,8.96,0.34,74.08,31.56,5.19,0.43
42311.07,73.15,0.43,0.11,11.43,0.98,464864769,6.34,0.95,42.12,51.78,2.9,0.92
36052.17,59.87,0.0,0.07,2.74,0.83,1205833986,8.79,0.29,82.48,20.5,7.9,0.41
38600.98,63.96,0.52,0.37,8.19,0.77,1096514545,4.56,0.13,57.11,51.16,2.01,0.83
2895.07,59.87,0.07,-0.07,11.1,0.99,1386594367,5.64,0.09,66.22,42.08,2.23,0.51
8345.43,74.5,0.26,0.45,2.41,0.66,1242614431,5.92,0.57,98.67,52.25,7.17,0.54
17657.25,80.4,0.92,0.45,19.56,0.92,1489252087,5.19,0.79,41.2,34.43,4.63,0.53
48421.37,71.99,0.2,0.3,6.19,0.85,538894958,4.01,0.86,82.22,22.08,7.16,0.9
5376.19,75.3,0.19,0.07,12.09,0.79,689169820,6.68,0.79,93.36,30.12,2.89,0.61
27782.04,72.18,0.19,0.2,10.09,0.68,405942013,5.16,0.44,82.91,49.44,2.18,0.23
7524.59,61.62,0.5,-0.18,7.75,0.81,748280449,5.57,1.0,77.04,42.72,3.26,0.81
48123.57,82.22,0.62,0.24,7.21,0.78,686243232,6.01,0.49,62.52,23.69,3.79,0.41
46018.14,59.96,0.96,0.27,13.43,0.94,310393449,4.94,0.44,48.96,34.67,6.95,0.1
23177.15,74.26,0.53,0.09,12.07,0.73,250911703,8.82,0.52,80.76,37.94,2.03,0.99
33775.03,82.38,0.33,0.1,10.07,0.56,655344438,5.35,0.98,84.09,43.71,9.69,0.07
24172.89,51.07,0.36,-0.0,12.94,0.93,1101295035,8.55,0.68,40.38,57.4,4.89,0.37
14209.94,55.7,0.97,0.49,13.74,0.88,848011168,7.83,0.89,71.65,47.2,8.0,0.51
1489.99,54.5,0.09,-0.03,4.56,0.94,983841277,6.93,0.23,83.03,27.85,5.31,0.79
41022.69,62.28,0.16,0.41,19.82,0.68,1245760543,6.17,0.65,85.59,52.39,7.98,0.2
5795.47,62.64,0.13,0.03,15.35,0.9,1298035719,4.52,0.46,42.97,55.53,3.61,0.24
40779.96,83.22,0.24,0.42,7.48,0.64,1348295932,7.55,0.91,66.02,40.53,8.2,0.89
31491.24,67.63,0.56,0.06,13.73,0.79,272750471,5.78,0.67,98.56,54.47,6.27,0.86
24820.25,54.65,0.24,0.33,6.75,1.0,243786183,5.83,0.95,50.34,44.97,4.64,0.91
52145.54,74.96,0.2,0.03,15.46,0.97,17782730,8.29,0.27,94.72,34.28,2.45,0.87
55869.1,59.18,0.31,0.05,6.7,0.75,267903724,8.89,0.29,40.31,42.25,6.76,0.51
18465.45,52.21,0.52,0.49,11.0,0.63,671389338,6.21,0.33,74.39,29.6,5.89,0.09
3649.66,50.8,0.18,0.0,19.65,0.54,751395185,7.88,0.71,85.17,49.47,7.02,0.79
59893.67,61.68,0.72,-0.14,15.5,0.55,897980815,5.85,0.96,64.3,37.12,9.63,0.42
48384.33,54.86,0.34,0.5,13.28,0.5,93111287,8.68,0.65,58.48,20.8,5.29,0.13
43623.57,81.02,0.29,0.19,11.31,0.57,1243985908,4.55,0.01,97.38,31.14,4.4,0.88
46382.02,52.04,0.73,0.07,11.05,0.67,1465905360,7.98,0.86,70.99,23.77,2.86,0.28
55675.74,57.96,0.85,0.14,10.34,0.96,1445358492,5.62,0.04,64.8,43.56,7.23,0.42
17487.1,82.51,0.79,-0.03,17.05,0.81,521694376,6.91,0.39,86.87,55.49,6.07,0.75
26412.28,79.35,0.23,0.22,17.49,0.92,52257705,4.24,0.21,48.01,46.6,3.31,0.12
41226.01,75.24,0.48,0.46,5.12,0.58,951179229,6.84,0.64,70.32,26.51,9.1,0.1
30024.48,59.94,0.07,0.37,2.88,0.7,1672648,8.3,0.83,56.69,57.42,4.84,0.18
2054.83,73.99,0.86,0.42,9.83,0.84,1111391555,5.61,0.93,75.75,28.31,5.93,0.73
59931.84,69.53,0.47,0.28,18.28,1.0,947083426,6.65,1.0,54.54,24.34,7.65,0.01
27129.36,62.82,0.57,0.16,19.67,0.7,442813473,4.06,0.52,45.31,52.84,2.2,0.36
59403.64,64.55,0.49,0.11,13.15,0.86,1392773938,7.45,0.83,62.34,44.11,8.2,0.86
23852.67,54.34,0.05,0.19,11.02,0.61,181434290,7.22,0.65,66.46,26.25,3.4,0.21
42220.76,59.08,0.86,0.41,11.53,0.88,1278526727,4.56,0.6,96.83,20.14,4.34,0.81
36460.53,70.91,0.64,-0.02,7.55,0.67,1231982778,4.35,0.99,67.08,35.11,5.15,0.03
49030.03,52.48,0.81,-0.09,19.84,0.69,1488909640,6.21,0.24,81.37,42.7,2.58,0.8
50912.9,77.07,0.3,0.1,10.19,0.68,1105739911,5.79,0.06,50.36,52.9,5.47,0.06
41368.37,62.57,0.38,0.32,4.62,0.66,58322265,4.92,0.86,64.75,38.89,7.19,0.5
53305.31,66.4,0.16,0.1,9.46,0.8,1246121432,5.36,0.18,70.14,56.63,8.36,0.67
33749.87,82.03,0.86,0.0,2.67,0.5,221396493,4.48,0.92,84.41,51.79,6.91,0.49
10179.83,76.58,0.41,0.2,18.25,0.78,1295428866,8.99,0.84,65.77,42.58,2.59,0.26
12036.35,60.42,0.72,0.04,15.73,0.76,1057757051,8.23,0.88,93.47,25.2,4.16,0.5
15956.87,55.09,0.46,-0.1,3.64,0.9,1455866091,4.17,0.74,75.36,29.41,5.53,0.76
23866.41,74.14,0.62,-0.01,6.9,0.92,1189024511,4.53,0.13,49.52,49.77,5.08,0.9
47301.68,72.81,0.49,-0.03,10.66,0.71,380803846,6.43,0.29,81.02,53.27,5.72,0.67
41469.82,58.98,0.86,0.31,10.87,0.7,656362385,4.87,0.13,43.38,38.69,7.44,0.77
47602.22,82.27,0.93,-0.03,13.88,0.82,1273656088,4.26,0.35,86.11,48.83,5.74,0.85
50232.8,67.43,0.65,0.1,18.38,0.67,945993889,4.4,0.52,85.22,46.01,5.7,0.58
10877.95,77.28,0.13,0.31,14.08,0.76,1029404236,4.79,0.29,49.05,27.67,8.02,0.01
11013.09,72.7,0.32,0.01,15.78,0.83,1122367653,7.59,0.45,57.31,41.43,7.89,0.69
45639.04,61.76,0.39,0.42,19.13,0.81,1122532125,7.11,0.31,42.28,38.89,2.59,0.02
45438.78,55.29,0.43,0.15,6.92,0.96,1236193910,8.27,0.32,46.67,39.17,7.09,0.32
41684.3,66.32,0.49,-0.1,16.51,0.81,207269967,4.1,0.93,59.92,51.85,8.17,0.16
4301.97,69.53,0.74,-0.16,2.22,0.94,812399608,5.44,0.14,41.76,20.6,2.31,0.19
41063.19,82.43,0.61,0.25,19.35,0.56,463236894,5.57,0.87,88.32,35.45,4.75,0.46
51103.93,81.44,0.0,0.4,7.66,0.87,846716441,4.38,0.86,43.52,21.41,3.92,0.99
17219.59,84.81,0.72,0.33,19.77,0.59,920339054,8.61,0.48,98.03,56.68,8.52,0.71
13265.41,63.33,0.24,0.3,11.27,0.93,857246249,5.46,0.63,52.37,51.02,4.78,0.1
18543.28,80.62,0.22,0.32,15.76,0.83,1432922464,6.54,0.23,79.53,21.84,7.16,0.01
44024.9,52.85,0.07,0.37,9.3,0.9,115356526,4.46,0.49,74.87,45.14,4.76,0.55
12375.31,82.84,0.9,0.01,19.87,0.79,294037487,8.23,0.43,80.91,22.67,2.92,0.93
42263.35,51.18,0.33,0.02,13.58,0.86,454060251,4.34,0.62,78.61,59.16,8.78,0.41
2916.4,69.33,0.31,-0.18,10.94,0.56,168476936,8.21,0.18,77.99,27.72,2.11,0.17
15354.81,62.49,0.47,0.36,2.64,0.63,33389305,5.0,0.93,91.68,48.92,3.46,0.61
15358.81,84.2,0.24,0.26,7.83,0.87,858129362,4.48,0.98,53.77,23.21,7.28,0.12
40704.07,57.86,0.19,0.15,13.07,0.62,877778274,6.53,0.78,79.11,32.79,4.72,0.03
12851.37,64.65,0.6,0.4,18.18,0.66,499007006,6.59,0.35,98.23,57.29,5.9,0.14
57581.42,56.87,0.05,0.24,9.91,0.67,559452749,5.97,0.48,98.32,54.18,4.73,0.48
14861.97,75.51,0.76,0.27,16.54,0.73,623175531,6.81,0.46,50.21,30.04,2.82,0.23
13515.4,76.91,0.19,0.03,4.03,0.98,556456316,8.45,0.39,84.55,25.43,7.3,0.87
37254.38,61.32,0.67,-0.19,13.69,0.83,271815031,5.22,0.68,90.99,34.61,3.03,0.49
15782.12,72.7,0.86,-0.2,16.68,0.78,696702244,8.35,0.97,50.68,43.47,3.88,0.93
33019.37,74.11,0.27,0.06,3.38,0.8,606721605,8.53,0.34,97.58,46.6,4.51,0.9
50819.93,74.83,1.0,0.09,6.65,0.83,1330043698,4.54,0.8,44.31,20.46,7.92,0.77
7643.82,76.57,0.06,-0.13,19.82,0.97,1368543620,5.44,0.76,82.72,22.56,2.45,0.65
47604.81,67.86,0.77,0.4,12.22,0.74,50993879,6.85,0.77,45.74,39.67,6.32,0.03
27191.09,57.72,0.85,0.29,5.97,0.72,1419170390,4.66,0.86,51.46,55.1,8.22,0.73
31083.51,84.8,0.75,0.06,4.63,0.51,38062623,4.23,0.85,78.15,37.75,7.65,0.97
17029.98,81.34,0.39,0.35,11.22,0.62,1175001267,4.24,0.5,81.73,51.07,5.46,0.24
30464.87,62.71,0.53,0.39,16.23,0.57,1305864680,6.34,0.15,68.81,59.57,6.36,0.09
53240.89,55.75,0.36,0.07,11.99,0.69,622117456,8.78,0.99,64.37,26.82,6.24,0.22
18514.27,50.59,0.22,-0.09,8.41,0.85,1240664098,6.49,0.07,93.24,58.05,5.95,0.55
56674.39,58.27,0.74,-0.06,6.22,0.95,353873587,4.43,0.03,83.82,57.6,5.97,0.37
52744.61,84.35,0.42,0.18,3.63,0.79,860651589,5.84,0.12,41.23,51.39,3.66,0.89
15853.8,80.34,0.68,0.36,3.55,0.76,976774146,4.3,0.8,79.64,42.02,9.97,0.1
31045.47,61.03,0.06,0.14,8.9,0.59,1418511190,7.33,0.99,65.45,39.75,4.6,0.15
28889.71,82.75,0.27,0.47,16.03,0.96,1363908884,6.43,0.44,40.15,28.89,6.73,0.16
38852.65,71.4,0.53,0.15,4.37,0.81,1260592145,5.87,0.55,65.42,28.19,9.0,0.54
23540.05,54.94,0.6,0.39,10.45,0.53,1325699691,4.7,0.89,71.3,28.89,8.73,0.55
5962.5,67.11,0.02,-0.05,5.15,0.88,754826721,4.62,0.16,78.32,57.67,3.75,0.86
2049.32,50.55,0.46,0.05,12.14,0.79,1050539090,4.53,0.56,49.91,57.41,3.66,0.56
1083.67,72.64,0.09,0.1,2.5,0.65,1259226812,7.18,0.6,83.71,26.23,4.02,0.66
13713.44,84.14,0.64,0.48,9.36,0.79,669607421,6.03,0.84,90.65,57.38,6.5,0.83
48156.69,78.76,0.1,-0.08,17.31,0.78,854951361,6.62,0.73,44.1,41.95,2.57,0.4
36601.64,61.88,0.03,-0.12,4.58,0.89,1041899001,8.46,0.49,85.83,39.76,7.19,0.85
57038.16,63.46,0.22,0.11,7.06,0.92,466574548,5.04,0.99,78.23,55.52,7.55,0.66
16667.11,79.15,0.12,0.16,14.73,0.87,912595230,7.9,0.32,77.85,45.02,7.0,0.09
2532.96,75.38,0.31,0.13,18.18,0.77,412691749,4.54,0.18,75.29,29.04,7.66,0.03
25824.85,68.2,0.49,0.21,3.59,0.99,60085150,8.6,0.62,62.18,54.19,3.79,0.32
56889.78,72.23,0.12,-0.14,5.61,0.81,1018817689,5.91,0.0,46.51,32.67,3.41,0.65
15190.21,76.97,0.05,0.11,17.64,0.86,1016339030,6.3,0.22,71.79,27.86,8.91,0.63
6886.02,82.45,0.61,-0.06,17.01,0.64,1286106512,8.49,0.47,95.35,37.15,7.17,0.36
18529.91,71.33,0.0,-0.11,3.5,0.61,136582181,6.88,0.56,85.75,51.0,9.03,0.56
37120.33,60.52,0.76,-0.18,14.18,0.87,220569199,8.35,0.03,94.57,27.14,7.85,0.11
13755.13,73.9,0.5,0.12,3.01,0.81,695942307,7.31,0.54,99.62,49.86,2.09,0.72
3709.87,79.4,0.47,0.43,12.34,0.64,1070002463,7.69,0.7,55.33,46.97,3.96,0.24
52494.98,61.2,0.51,0.31,7.35,0.99,931838529,4.2,0.74,69.79,45.92,2.79,0.78
31260.07,68.88,0.78,-0.05,18.04,1.0,186758508,4.02,0.57,67.93,39.32,9.61,0.88
1492.63,80.79,0.2,0.24,15.22,0.58,1314405292,4.9,0.04,92.39,27.26,5.16,0.48
43716.52,69.16,0.26,0.27,16.44,0.75,1427972377,6.68,0.52,83.42,52.77,9.52,0.44
32690.12,82.55,0.19,0.38,15.31,0.84,180006570,5.66,0.64,99.82,37.9,2.72,0.67
11682.71,51.47,0.95,0.15,10.56,0.75,423029678,5.97,0.3,75.45,36.76,2.16,0.79
18713.4,65.02,0.5,-0.05,13.05,0.8,305168553,6.18,0.76,88.75,22.85,8.84,0.6
30746.43,60.72,0.39,-0.16,6.32,0.52,1138109777,6.54,0.02,91.9,22.64,3.1,0.1
